Namespace(ROAheight=3, ROAwidth=3, attiters=30, attlr=0.05, batch_size=128, epochs=30, inputmodel='ori', modelname='doa3by3', potential_nums=20, skip_in_x=1, skip_in_y=1)
Number of images in training set: 60000
Number of images in test set: 10000
Number of batches in the train loader: 469
Number of batches in the test loader: 79
Iteration: 100, Train Loss: 1.9479148387908936, Test Accuracy:68%, Adv_test Accuracy:53%
Iteration: 1607, Train Loss: 0.8300144076347351, Test Accuracy:94%, Adv_test Accuracy:62%
Iteration: 1707, Train Loss: 0.925801157951355, Test Accuracy:95%, Adv_test Accuracy:62%
Iteration: 1807, Train Loss: 1.0376356840133667, Test Accuracy:94%, Adv_test Accuracy:60%
Iteration: 1976, Train Loss: 0.8950498104095459, Test Accuracy:93%, Adv_test Accuracy:65%
Iteration: 2076, Train Loss: 0.8942667841911316, Test Accuracy:94%, Adv_test Accuracy:59%
Iteration: 2176, Train Loss: 0.9313843846321106, Test Accuracy:94%, Adv_test Accuracy:63%
Iteration: 2276, Train Loss: 0.7680234313011169, Test Accuracy:94%, Adv_test Accuracy:65%
Iteration: 2445, Train Loss: 0.793845534324646, Test Accuracy:95%, Adv_test Accuracy:63%
Iteration: 2545, Train Loss: 0.8974393606185913, Test Accuracy:94%, Adv_test Accuracy:67%
Iteration: 2645, Train Loss: 0.8315863609313965, Test Accuracy:93%, Adv_test Accuracy:67%
Iteration: 2745, Train Loss: 0.8402339816093445, Test Accuracy:95%, Adv_test Accuracy:66%
Iteration: 2914, Train Loss: 0.7669101357460022, Test Accuracy:95%, Adv_test Accuracy:67%
Iteration: 3014, Train Loss: 0.6896749138832092, Test Accuracy:95%, Adv_test Accuracy:68%
Iteration: 3114, Train Loss: 0.7964632511138916, Test Accuracy:93%, Adv_test Accuracy:67%
